language,uni_lemma,lexical_category,category,definition,word_clean,aoa,concreteness,frequency
English (American),pretzel,nouns,food_drink,pretzel,pretzel,27.086772724245172,4.74,85
English (American),pudding,nouns,food_drink,pudding,pudding,28.336874661648956,4.9,306
English (American),pull,predicates,action_words,pull,pull,26.41351492122096,3.97,4797
English (American),pumpkin,nouns,food_drink,pumpkin,pumpkin,25.596056826431344,4.9,815
English (American),puppy,nouns,animals,puppy,puppy,20.642644342886626,4.78,1308
English (American),purse,nouns,household,purse,purse,24.680534115242512,4.9,487
English (American),push,predicates,action_words,push,push,24.884039995017684,4.21,5386
English (American),put,predicates,action_words,put,put,27.180432184212417,2.5,68322
English (American),puzzle,nouns,toys,puzzle,puzzle,24.603177970245078,4.75,2062
English (American),quiet,predicates,descriptive_words,quiet,quiet,27.05139131191479,2.76,1380
English (American),radio,nouns,household,radio,radio,26.613053034699238,4.74,355
English (American),rain,nouns,outside,rain,rain,22.05272569057193,4.97,1240
English (American),raisin,nouns,food_drink,raisin,raisin,23.922862069518597,4.97,169
English (American),read,predicates,action_words,read,read,22.864582930368915,3.56,9185
English (American),red,predicates,descriptive_words,red,red,24.476663524110176,4.24,9917
English (American),refrigerator,nouns,furniture_rooms,refrigerator,refrigerator,25.673848500166034,5,562
English (American),ride,predicates,action_words,ride,ride,24.3290998464415,3.75,2928
English (American),rip,predicates,action_words,rip,rip,30.898483534092605,3.79,375
English (American),rock (object),nouns,outside,rock,rock,22.092980833031184,4.91,875
English (American),rocking chair,nouns,furniture_rooms,rocking chair,rocking chair,26.286720661876167,4.93,184
English (American),roof,nouns,outside,roof,roof,29.380455204401983,4.79,941
English (American),room,nouns,furniture_rooms,room,room,24.7800417765674,4.79,5211
English (American),rooster,nouns,animals,rooster,rooster,27.785104097477404,4.75,422
English (American),run,predicates,action_words,run,run,23.547368180082476,4.31,2505
English (American),sad,predicates,descriptive_words,sad,sad,26.975730544989975,3.07,1405
English (American),salt,nouns,food_drink,salt,salt,28.441896714165853,4.89,431
English (American),same,function_words,quantifiers,same,same,30.94396519191967,2.64,3923
English (American),sandbox,nouns,outside,sandbox,sandbox,26.956125375322088,4.86,172
English (American),sandwich,nouns,food_drink,sandwich,sandwich,24.33836806143716,4.9,1683
English (American),sauce,nouns,food_drink,sauce,sauce,27.988140408941376,4.75,487
English (American),say,predicates,action_words,say,say,27.350714856102098,2.58,29942
English (American),scared,predicates,descriptive_words,scared,scared,27.284769726224756,2.5,1001
English (American),scarf,nouns,clothing,scarf,scarf,31.0680540145124,4.97,254
English (American),school,nouns,outside,school,school,23.424986892471757,4.79,6710
English (American),scissors,nouns,household,scissors,scissors,25.34069479638193,4.85,742
English (American),see,predicates,action_words,see,see,22.628651743930725,3.21,71442
English (American),shake,predicates,action_words,shake,shake,27.417577200447113,4.07,2018
English (American),share,predicates,action_words,share,share,26.777735575736017,2.96,1061
English (American),she,function_words,pronouns,she,she,29.293434421039155,3.36,53246
English (American),sheep,nouns,animals,sheep,sheep,23.925866583400786,4.9,2362
English (American),shirt,nouns,clothing,shirt,shirt,21.792127463554,4.94,2380
English (American),shoe,nouns,clothing,shoe,shoe,16.401616618833103,4.97,2169
English (American),shorts,nouns,clothing,shorts,shorts,24.909759184344438,4.82,425
English (American),shoulder,nouns,body_parts,shoulder,shoulder,27.357714981859722,4.93,225
English (American),shovel,nouns,outside,shovel,shovel,25.93264008363907,4.97,291
English (American),show,predicates,action_words,show,show,27.85277401420022,3.97,8568
English (American),shower,nouns,furniture_rooms,shower,shower,23.85617473782963,4.89,513
English (American),sick,predicates,descriptive_words,sick,sick,27.025423107263375,2.97,1207
English (American),sidewalk,nouns,outside,sidewalk,sidewalk,27.982232325403388,4.96,104
English (American),sing,predicates,action_words,sing,sing,24.699537103250435,4.34,3851
English (American),sink,nouns,furniture_rooms,sink,sink,25.65056395838028,4.74,560
English (American),sit,predicates,action_words,sit,sit,21.750618675138146,4.8,14108
English (American),skate,predicates,action_words,skate,skate,30.980023419231532,4.56,55
English (American),sky,nouns,outside,sky,sky,24.179550783288896,4.45,1303
English (American),sled,nouns,vehicles,sled,sled,29.4219079215242,5,90
English (American),sleep,predicates,action_words,sleep,sleep,22.7674333859663,4.44,5010
English (American),sleepy,predicates,descriptive_words,sleepy,sleepy,25.765911658239688,2.77,808
English (American),slide (action),predicates,action_words,slide (action),slide,24.394104047595913,4.48,3556
English (American),slide (object),nouns,outside,slide (object),slide,23.27441979107034,4.48,3556
English (American),slipper,nouns,clothing,slipper,slipper,25.90935922531163,4.86,266
English (American),slow,predicates,descriptive_words,slow,slow,29.462982166623352,3.28,515
English (American),smile,predicates,action_words,smile,smile,27.022198912378336,4.5,498
English (American),sneaker,nouns,clothing,sneaker,sneaker,28.458789287265894,4.69,22
English (American),snow,nouns,outside,snow,snow,25.263272056571832,4.85,1575
English (American),snowman,nouns,outside,snowman,snowman,27.67210714348651,4.64,577
English (American),snowsuit,nouns,clothing,snowsuit,snowsuit,32.10541910633961,5,14
English (American),so,function_words,connecting_words,so,so,31.12075549333711,1.42,44980
English (American),soap,nouns,household,soap,soap,22.217921774180518,4.93,709
English (American),sock,nouns,clothing,sock,sock,19.632046621854386,4.91,831
English (American),soda,nouns,food_drink,soda/pop,soda,24.87205183714649,4.97,226
English (American),sofa,nouns,furniture_rooms,sofa,sofa,29.394839148936164,4.9,450
English (American),soft,predicates,descriptive_words,soft,soft,26.4496476384763,3.88,1358
English (American),some,function_words,quantifiers,some,some,26.15437450894456,2.48,45706
English (American),soup,nouns,food_drink,soup,soup,24.537539621938286,4.72,1288
English (American),spill,predicates,action_words,spill,spill,26.85160156093012,4.07,741
English (American),splash,predicates,action_words,splash,splash,25.60191719014938,4.19,709
English (American),spoon,nouns,household,spoon,spoon,20.22002234723444,4.96,3524
English (American),sprinkler,nouns,outside,sprinkler,sprinkler,28.75113806495684,4.89,52
English (American),squirrel,nouns,animals,squirrel,squirrel,25.05065234245397,4.89,507
English (American),stairs,nouns,furniture_rooms,stairs,stairs,24.47753335085588,5,1063
English (American),stand,predicates,action_words,stand,stand,26.47937683978296,4.16,3558
English (American),star,nouns,outside,star,star,22.957358462903812,4.69,1068
English (American),stay,predicates,action_words,stay,stay,26.586593702088443,2.15,4403
English (American),stick,nouns,outside,stick,stick,24.363668955777232,4.59,2642
English (American),sticky,predicates,descriptive_words,sticky,sticky,26.569871206088944,3.59,1177
English (American),stone,nouns,outside,stone,stone,29.654573348257873,4.72,306
English (American),stop,predicates,action_words,stop,stop,22.813711423562257,3.68,5527
English (American),store,nouns,outside,store,store,23.347629882628436,4.5,1651
English (American),story,nouns,toys,story,story,24.92454125516168,3.3,5318
English (American),stove,nouns,furniture_rooms,stove,stove,26.381537023983125,4.96,520
English (American),strawberry,nouns,food_drink,strawberry,strawberry,24.304122215327734,5,840
English (American),street,nouns,outside,street,street,25.6074840807896,4.75,987
English (American),stroller,nouns,vehicles,stroller,stroller,24.603444785777125,4.96,227
English (American),stuck,predicates,descriptive_words,stuck,stuck,25.790527319514812,3.55,3519
English (American),sun,nouns,outside,sun,sun,23.386638497101277,4.83,1983
English (American),sweater,nouns,clothing,sweater,sweater,24.620590384363602,4.78,310
English (American),sweep,predicates,action_words,sweep,sweep,26.53419291818447,3.72,266
English (American),swim,predicates,action_words,swim,swim,24.83257594574256,4.43,986
English (American),swing (action),predicates,action_words,swing (action),swing,23.099517041407093,4.54,2158
English (American),swing (object),nouns,outside,swing (object),swing,21.97332053501421,4.54,2158
English (American),table,nouns,furniture_rooms,table,table,23.395064163035677,4.9,5798
English (American),take,predicates,action_words,take,take,27.354093799677152,3.06,20398
English (American),talk,predicates,action_words,talk,talk,26.172898281486297,4.07,4771
English (American),tape,nouns,household,tape,tape,25.98869069431121,4.9,2967
English (American),taste,predicates,action_words,taste,taste,28.306250651871636,4.07,1493
English (American),tear,predicates,action_words,tear,tear,30.110713846716816,4.56,352
English (American),teddybear,nouns,animals,teddybear,teddybear,22.457673785720814,4.87,513
English (American),telephone,nouns,household,telephone,telephone,20.80553350305347,4.96,1280
English (American),that,function_words,pronouns,that,that,24.03974924284265,1.54,219719
English (American),the,function_words,quantifiers,the,the,27.71532064680694,1.43,431031
English (American),their,function_words,pronouns,their,their,33.050453300967234,3.34,5083
English (American),them,function_words,pronouns,them,them,31.425327261028436,3.04,41587
English (American),then,function_words,connecting_words,then,then,32.94497320291506,1.44,43062
English (American),there,function_words,locations,there,there,25.554374013411266,2.2,106697
English (American),these,function_words,pronouns,these,these,28.91030410540727,2.03,20843
English (American),they,function_words,pronouns,they,they,31.558011791688703,2.93,53290
English (American),think,predicates,action_words,think,think,31.060977381002104,2.41,57446
English (American),thirsty,predicates,descriptive_words,thirsty,thirsty,25.9814458268787,3.86,776
English (American),this,function_words,pronouns,this,this,25.53668411833393,2.14,112409
English (American),those,function_words,pronouns,those,those,30.71305685632802,2.32,19370
English (American),throw,predicates,action_words,throw,throw,24.82027667799749,4.04,5585
English (American),tickle,predicates,action_words,tickle,tickle,23.030865141786716,3.85,2094
English (American),tiger,nouns,animals,tiger,tiger,23.97601642667219,5,2349
English (American),tights,nouns,clothing,tights,tights,30.49526782372822,4.62,89
English (American),tiny,predicates,descriptive_words,tiny,tiny,30.75118196119715,3.11,1454
English (American),tired,predicates,descriptive_words,tired,tired,26.126063847560406,3,3628
English (American),tissue,nouns,household,tissue/kleenex,tissue,24.881517554334437,4.93,915
English (American),to,function_words,locations,to,to,27.829074756482076,1.55,183409
English (American),toast,nouns,food_drink,toast,toast,22.957745051917446,4.93,2117
English (American),toe,nouns,body_parts,toe,toe,21.063402869488534,4.93,596
English (American),tongue,nouns,body_parts,tongue,tongue,23.578714641827492,4.93,776
English (American),too,function_words,quantifiers,too,too,25.97451456969294,1.7,21317
English (American),tooth,nouns,body_parts,tooth,tooth,21.390186244463926,4.89,351
English (American),toothbrush,nouns,household,toothbrush,toothbrush,21.327972861784076,5,330
English (American),touch,predicates,action_words,touch,touch,26.140740016873888,3.86,3096
English (American),towel,nouns,household,towel,towel,23.309359030136616,4.86,942
English (American),toy (object),nouns,toys,toy (object),toy,21.250379422750402,4.93,2764
English (American),tractor,nouns,vehicles,tractor,tractor,26.293460903708173,5,1903
English (American),train,nouns,vehicles,train,train,21.050773507323704,4.79,8225
English (American),trash,nouns,household,trash,trash,24.623003619992428,4.7,297
English (American),tray,nouns,household,tray,tray,31.297608014031766,4.74,570
English (American),tree,nouns,outside,tree,tree,20.395692984405432,5,4310
English (American),tricycle,nouns,vehicles,tricycle,tricycle,28.84180554601145,4.68,163
English (American),truck,nouns,vehicles,truck,truck,19.04437063778738,4.84,4906
English (American),try,function_words,helping_predicates,try/try to,try,28.751119300000134,2.22,8718
English (American),tummy,nouns,body_parts,tummy,tummy,21.281768482103764,4.68,1772
English (American),tuna,nouns,food_drink,tuna,tuna,28.649288768887633,4.89,208
English (American),turkey,nouns,animals,turkey,turkey,26.30455622910081,4.89,611
English (American),turtle,nouns,animals,turtle,turtle,23.014453310177558,5,792
English (American),tv,nouns,furniture_rooms,TV,tv,21.36643906838051,5,1285
English (American),under,function_words,locations,under,under,27.467319313886602,3.45,4364
English (American),underpants,nouns,clothing,underpants,underpants,27.702339180277328,4.89,111
English (American),up,function_words,locations,up,up,19.536229246282858,3.83,54966
English (American),us,function_words,pronouns,us,us,32.68418082412553,3.59,7432
English (American),vacuum,nouns,household,vacuum,vacuum,24.31715488103081,4.22,241
English (American),vagina,nouns,body_parts,vagina*,vagina,30.74482822160873,4.82,8
English (American),vanilla,nouns,food_drink,vanilla,vanilla,31.134282822644582,4.68,196
English (American),vitamins,nouns,food_drink,vitamins,vitamins,26.849949095931386,4.5,85
English (American),wait,predicates,action_words,wait,wait,26.620371092775404,2.68,7959
English (American),wake,predicates,action_words,wake,wake,27.154377902728353,3.11,1167
English (American),walk,predicates,action_words,walk,walk,22.817811861035416,4.07,3506
English (American),walker,nouns,household,walker,walker,31.785543166543064,4.42,60
English (American),wanna,function_words,helping_predicates,wanna/want to,wanna,25.18163215638973,1.93,45282
English (American),was,function_words,helping_predicates,was,was,31.797860743565355,1.69,47639
English (American),wash,predicates,action_words,wash,wash,23.987564663405482,4.35,3451
English (American),washing machine,nouns,furniture_rooms,washing machine,washing machine,27.543044986998385,4.89,239
English (American),watch (action),predicates,action_words,watch (action),watch,25.924613964341088,4.61,15632
English (American),watch (object),nouns,household,watch (object),watch,24.00259582021144,4.61,15632
English (American),water (beverage),nouns,food_drink,water (beverage),water,19.123463892055845,5,17388
English (American),water (not beverage),nouns,outside,water (not beverage),water,19.45099861331479,5,17388
English (American),we,function_words,pronouns,we,we,30.182434631151455,3.08,111064
English (American),were,function_words,helping_predicates,were,were,33.709463033181024,1.48,30396
English (American),wet (description),predicates,descriptive_words,wet,wet,22.298452425741512,4.46,2542
English (American),what,function_words,question_words,what,what,23.658782166516907,2,205010
English (American),when (question),function_words,question_words,when,when,31.814907045715227,1.6,27792
English (American),where (question),function_words,question_words,where,where,25.7164381182961,1.66,38793
English (American),which (question),function_words,question_words,which,which,33.63776900674318,1.54,10214
English (American),white,predicates,descriptive_words,white,white,27.648764293432254,3.89,3496
English (American),who,function_words,question_words,who,who,27.953549755744795,1.74,20283
English (American),why,function_words,question_words,why,why,27.262555741780712,1.86,22267
English (American),will,function_words,helping_predicates,will,will,30.909905381379183,2.64,14927
English (American),wind,nouns,outside,wind,wind,26.19931053900361,3.93,1298
English (American),window,nouns,furniture_rooms,window,window,24.48492597146611,4.86,2662
English (American),windy,predicates,descriptive_words,windy,windy,27.431143183092633,3.86,342
English (American),wipe,predicates,action_words,wipe,wipe,25.95723852087949,4,1809
English (American),wish,predicates,action_words,wish,wish,32.96609018388594,1.77,669
English (American),with,function_words,locations,with,with,28.56625914577001,2,64176
English (American),wolf,nouns,animals,wolf,wolf,28.251389709841927,4.79,431
English (American),work (action),predicates,action_words,work (action),work,24.762232083800356,3.48,12134
English (American),work (place),nouns,outside,work (place),work,24.024006606906344,3.48,12134
English (American),would,function_words,helping_predicates,would,would,34.17580948877974,1.12,22070
English (American),write,predicates,action_words,write,write,26.86079876248854,4.22,2971
English (American),yard,nouns,outside,backyard,backyard,26.10807276380005,4.82,105
English (American),yellow,predicates,descriptive_words,yellow,yellow,24.5595931762692,4.3,6782
English (American),yogurt,nouns,food_drink,yogurt,yogurt,23.91372922424347,4.9,589
English (American),you,function_words,pronouns,you,you,24.120602892947364,4.11,589501
English (American),your,function_words,pronouns,your,your,29.787082244817054,2.37,105998
English (American),yourself,function_words,pronouns,yourself,yourself,34.28546272279592,4.39,3279
English (American),yucky,predicates,descriptive_words,yucky,yucky,22.051017838612175,1.86,724
English (American),zebra,nouns,animals,zebra,zebra,25.31795862018206,4.86,902
English (American),zipper,nouns,clothing,zipper,zipper,24.84585073879806,4.83,421
English (American),zoo,nouns,outside,zoo,zoo,25.777390810890576,4.81,1804
English (American),butt,nouns,body_parts,buttocks/bottom*,bottom,21.98056796070707,4.75,2253
English (American),did,function_words,helping_predicates,did/did ya,did ya,28.236905169713484,2.45,195
English (American),in,function_words,locations,inside/in,in,24.07962150691501,3,276036
English (American),need,function_words,helping_predicates,need/need to,need to,28.517326473959855,1.69,829
English (American),soda,nouns,food_drink,soda/pop,pop,24.87205183714649,4.97,2512
English (American),tissue,nouns,household,tissue/kleenex,kleenex,24.881517554334437,4.93,91
English (American),try,function_words,helping_predicates,try/try to,try to,28.751119300000134,2.22,1273
English (American),wanna,function_words,helping_predicates,wanna/want to,want to,25.18163215638973,1.93,1415
